Entity,Code,Year,Deaths - Drug use disorders - Sex: Both - Age: Under 5 (Number),Deaths - Drug use disorders - Sex: Both - Age: 70+ years (Number),Deaths - Drug use disorders - Sex: Both - Age: 15-49 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 50-69 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 5-14 years (Number)
Mali,MLI,1999,0,2,5,2,0
Mali,MLI,2000,0,2,5,2,0
Mali,MLI,2001,0,2,5,2,0
Mali,MLI,2002,0,2,5,2,0
Mali,MLI,2003,0,2,5,2,0
Mali,MLI,2004,0,2,5,2,0
Mali,MLI,2005,0,2,6,2,0
Mali,MLI,2006,0,2,6,2,0
Mali,MLI,2007,0,2,6,2,0
Mali,MLI,2008,0,2,6,2,0
Mali,MLI,2009,0,2,7,2,0
Mali,MLI,2010,0,2,7,2,0
Mali,MLI,2011,0,2,7,2,0
Mali,MLI,2012,0,2,8,2,0
Mali,MLI,2013,0,2,8,2,0
Mali,MLI,2014,0,2,9,3,0
Mali,MLI,2015,0,3,9,3,0
Mali,MLI,2016,0,3,10,3,0
Mali,MLI,2017,0,3,11,3,0
Mali,MLI,2018,0,3,12,3,0
Mali,MLI,2019,0,3,12,3,0
Malta,MLT,1990,0,0,2,0,0
Malta,MLT,1991,0,0,2,0,0
Malta,MLT,1992,0,0,3,0,0
Malta,MLT,1993,0,0,3,0,0
Malta,MLT,1994,0,0,3,0,0
Malta,MLT,1995,0,0,3,0,0
Malta,MLT,1996,0,0,3,0,0
Malta,MLT,1997,0,0,4,0,0
Malta,MLT,1998,0,0,4,0,0
Malta,MLT,1999,0,0,4,1,0
Malta,MLT,2000,0,0,4,1,0
Malta,MLT,2001,0,1,4,1,0
Malta,MLT,2002,0,1,4,1,0
Malta,MLT,2003,0,1,4,1,0
Malta,MLT,2004,0,1,4,1,0
Malta,MLT,2005,0,1,4,1,0
Malta,MLT,2006,0,1,5,1,0
Malta,MLT,2007,0,1,5,1,0
Malta,MLT,2008,0,1,5,1,0
Malta,MLT,2009,0,1,5,1,0
Malta,MLT,2010,0,1,5,1,0
Malta,MLT,2011,0,1,5,1,0
Malta,MLT,2012,0,1,5,1,0
Malta,MLT,2013,0,1,6,1,0
Malta,MLT,2014,0,1,6,1,0
Malta,MLT,2015,0,1,6,1,0
Malta,MLT,2016,0,1,6,1,0
Malta,MLT,2017,0,1,6,1,0
Malta,MLT,2018,0,1,6,1,0
Malta,MLT,2019,0,1,6,1,0
Marshall Islands,MHL,1990,0,0,0,0,0
Marshall Islands,MHL,1991,0,0,0,0,0
Marshall Islands,MHL,1992,0,0,0,0,0
Marshall Islands,MHL,1993,0,0,0,0,0
Marshall Islands,MHL,1994,0,0,0,0,0
Marshall Islands,MHL,1995,0,0,0,0,0
Marshall Islands,MHL,1996,0,0,0,0,0
Marshall Islands,MHL,1997,0,0,0,0,0
Marshall Islands,MHL,1998,0,0,0,0,0
Marshall Islands,MHL,1999,0,0,0,0,0
Marshall Islands,MHL,2000,0,0,0,0,0
Marshall Islands,MHL,2001,0,0,0,0,0
Marshall Islands,MHL,2002,0,0,0,0,0
Marshall Islands,MHL,2003,0,0,0,0,0
Marshall Islands,MHL,2004,0,0,0,0,0
Marshall Islands,MHL,2005,0,0,0,0,0
Marshall Islands,MHL,2006,0,0,0,0,0
Marshall Islands,MHL,2007,0,0,0,0,0
Marshall Islands,MHL,2008,0,0,0,0,0
Marshall Islands,MHL,2009,0,0,0,0,0
Marshall Islands,MHL,2010,0,0,0,0,0
Marshall Islands,MHL,2011,0,0,0,0,0
Marshall Islands,MHL,2012,0,0,0,0,0
Marshall Islands,MHL,2013,0,0,0,0,0
Marshall Islands,MHL,2014,0,0,0,0,0
Marshall Islands,MHL,2015,0,0,0,0,0
Marshall Islands,MHL,2016,0,0,0,0,0
Marshall Islands,MHL,2017,0,0,0,0,0
Marshall Islands,MHL,2018,0,0,0,0,0
Marshall Islands,MHL,2019,0,0,0,0,0
Mauritania,MRT,1990,0,1,2,1,0
Mauritania,MRT,1991,0,1,2,1,0
Mauritania,MRT,1992,0,1,2,1,0
Mauritania,MRT,1993,0,1,2,1,0
Mauritania,MRT,1994,0,1,2,1,0
Mauritania,MRT,1995,0,1,2,1,0
Mauritania,MRT,1996,0,1,2,1,0
Mauritania,MRT,1997,0,1,2,1,0
Mauritania,MRT,1998,0,1,2,1,0
Mauritania,MRT,1999,0,1,2,1,0
Mauritania,MRT,2000,0,1,2,1,0
Mauritania,MRT,2001,0,1,2,1,0
Mauritania,MRT,2002,0,1,2,1,0
Mauritania,MRT,2003,0,1,2,1,0
Mauritania,MRT,2004,0,1,2,1,0
Mauritania,MRT,2005,0,1,2,1,0
Mauritania,MRT,2006,0,1,2,1,0
Mauritania,MRT,2007,0,1,2,1,0
Mauritania,MRT,2008,0,1,2,1,0
Mauritania,MRT,2009,0,1,2,1,0
Mauritania,MRT,2010,0,1,2,1,0
Mauritania,MRT,2011,0,1,2,1,0
Mauritania,MRT,2012,0,1,2,1,0
Mauritania,MRT,2013,0,1,3,1,0
Mauritania,MRT,2014,0,1,3,1,0
Mauritania,MRT,2015,0,1,3,1,0
Mauritania,MRT,2016,0,1,3,1,0
Mauritania,MRT,2017,0,1,3,1,0
Mauritania,MRT,2018,0,1,3,1,0
Mauritania,MRT,2019,0,1,3,1,0
Mauritius,MUS,1990,0,0,1,0,0
Mauritius,MUS,1991,0,0,1,0,0
Mauritius,MUS,1992,0,0,1,0,0
Mauritius,MUS,1993,0,0,1,0,0
Mauritius,MUS,1994,0,0,1,0,0
Mauritius,MUS,1995,0,0,1,0,0
Mauritius,MUS,1996,0,0,1,0,0
Mauritius,MUS,1997,0,0,1,0,0
Mauritius,MUS,1998,0,0,1,0,0
Mauritius,MUS,1999,0,0,2,0,0
Mauritius,MUS,2000,0,0,3,1,0
Mauritius,MUS,2001,0,0,3,1,0
Mauritius,MUS,2002,0,0,3,1,0
Mauritius,MUS,2003,0,0,4,1,0
Mauritius,MUS,2004,0,0,5,1,0
Mauritius,MUS,2005,0,0,5,1,0
Mauritius,MUS,2006,0,0,6,1,0
Mauritius,MUS,2007,0,0,7,2,0
Mauritius,MUS,2008,0,0,9,2,0
Mauritius,MUS,2009,0,0,12,2,0
Mauritius,MUS,2010,0,0,12,3,0
Mauritius,MUS,2011,0,0,12,3,0
Mauritius,MUS,2012,0,0,12,3,0
Mauritius,MUS,2013,0,1,11,3,0
Mauritius,MUS,2014,0,1,14,3,0
Mauritius,MUS,2015,0,1,15,4,0
Mauritius,MUS,2016,0,1,15,4,0
Mauritius,MUS,2017,0,1,13,4,0
Mauritius,MUS,2018,0,1,11,4,0
Mauritius,MUS,2019,0,1,10,4,0
Mexico,MEX,1990,1,15,241,37,0
Mexico,MEX,1991,2,16,241,37,0
Mexico,MEX,1992,0,16,247,37,0
Mexico,MEX,1993,2,17,266,39,0
Mexico,MEX,1994,0,18,282,40,0
Mexico,MEX,1995,0,19,304,42,0
Mexico,MEX,1996,0,21,322,44,0
Mexico,MEX,1997,1,22,360,46,0
Mexico,MEX,1998,0,24,397,51,0
Mexico,MEX,1999,0,25,414,55,0
Mexico,MEX,2000,0,27,418,58,0
Mexico,MEX,2001,0,27,406,59,0
Mexico,MEX,2002,0,28,394,61,0
Mexico,MEX,2003,0,29,392,62,0
Mexico,MEX,2004,0,30,383,63,0
Mexico,MEX,2005,0,30,383,64,0
Mexico,MEX,2006,0,30,365,64,0
Mexico,MEX,2007,0,30,361,64,0
Mexico,MEX,2008,0,32,358,66,0
Mexico,MEX,2009,0,33,343,66,0
Mexico,MEX,2010,0,34,326,65,0
Mexico,MEX,2011,0,35,319,67,0
Mexico,MEX,2012,0,36,316,69,0
Mexico,MEX,2013,0,40,331,74,0
Mexico,MEX,2014,0,42,335,78,0
Mexico,MEX,2015,0,45,347,83,0
Mexico,MEX,2016,0,48,365,88,0
Mexico,MEX,2017,0,51,392,97,1
Mexico,MEX,2018,0,55,419,106,0
Mexico,MEX,2019,0,60,420,115,0
Micronesia (country),FSM,1990,0,0,0,0,0
Micronesia (country),FSM,1991,0,0,1,0,0
Micronesia (country),FSM,1992,0,0,1,0,0
Micronesia (country),FSM,1993,0,0,1,0,0
Micronesia (country),FSM,1994,0,0,1,0,0
Micronesia (country),FSM,1995,0,0,1,0,0
Micronesia (country),FSM,1996,0,0,1,0,0
Micronesia (country),FSM,1997,0,0,1,0,0
Micronesia (country),FSM,1998,0,0,1,0,0
Micronesia (country),FSM,1999,0,0,1,0,0
Micronesia (country),FSM,2000,0,0,1,0,0
Micronesia (country),FSM,2001,0,0,1,0,0
Micronesia (country),FSM,2002,0,0,1,0,0
Micronesia (country),FSM,2003,0,0,1,0,0
Micronesia (country),FSM,2004,0,0,1,0,0
Micronesia (country),FSM,2005,0,0,1,0,0
Micronesia (country),FSM,2006,0,0,1,0,0
Micronesia (country),FSM,2007,0,0,1,0,0
Micronesia (country),FSM,2008,0,0,1,0,0
Micronesia (country),FSM,2009,0,0,1,0,0
Micronesia (country),FSM,2010,0,0,1,0,0
Micronesia (country),FSM,2011,0,0,1,0,0
Micronesia (country),FSM,2012,0,0,1,0,0
Micronesia (country),FSM,2013,0,0,1,0,0
Micronesia (country),FSM,2014,0,0,1,0,0
Micronesia (country),FSM,2015,0,0,1,0,0
Micronesia (country),FSM,2016,0,0,1,0,0
Micronesia (country),FSM,2017,0,0,1,0,0
Micronesia (country),FSM,2018,0,0,1,0,0
Micronesia (country),FSM,2019,0,0,1,0,0
Middle East & North Africa (WB),,1990,0,125,1400,296,0
Middle East & North Africa (WB),,1991,0,131,1480,309,0
Middle East & North Africa (WB),,1992,0,139,1579,323,0
Middle East & North Africa (WB),,1993,0,146,1701,339,0
Middle East & North Africa (WB),,1994,0,153,1831,354,0
Middle East & North Africa (WB),,1995,0,162,1979,373,0
Middle East & North Africa (WB),,1996,0,175,2160,398,0
Middle East & North Africa (WB),,1997,0,190,2350,425,0
Middle East & North Africa (WB),,1998,0,206,2556,455,0
Middle East & North Africa (WB),,1999,0,223,2770,485,0
Middle East & North Africa (WB),,2000,0,240,3036,522,0
Middle East & North Africa (WB),,2001,0,257,3296,558,0
Middle East & North Africa (WB),,2002,0,274,3543,595,0
Middle East & North Africa (WB),,2003,0,289,3779,632,0
Middle East & North Africa (WB),,2004,0,308,4036,675,0
Middle East & North Africa (WB),,2005,0,322,4234,710,0
Middle East & North Africa (WB),,2006,0,335,4459,740,0
Middle East & North Africa (WB),,2007,0,351,4774,764,0
Middle East & North Africa (WB),,2008,0,364,5002,790,0
Middle East & North Africa (WB),,2009,0,373,5088,803,0
Middle East & North Africa (WB),,2010,0,370,5128,806,0
Middle East & North Africa (WB),,2011,0,372,5095,818,0
Middle East & North Africa (WB),,2012,0,366,5020,829,0
Middle East & North Africa (WB),,2013,0,361,4901,834,0
Middle East & North Africa (WB),,2014,0,367,4863,868,0
Middle East & North Africa (WB),,2015,0,383,4782,915,0
Middle East & North Africa (WB),,2016,0,400,4773,962,0
Middle East & North Africa (WB),,2017,0,416,4840,1006,0
Middle East & North Africa (WB),,2018,0,434,4939,1062,0
Middle East & North Africa (WB),,2019,0,455,4998,1122,0
Moldova,MDA,1990,0,3,21,13,0
Moldova,MDA,1991,0,3,20,12,0
Moldova,MDA,1992,0,3,18,11,0
Moldova,MDA,1993,0,3,18,11,0
Moldova,MDA,1994,0,3,20,11,0
Moldova,MDA,1995,0,3,21,12,0
Moldova,MDA,1996,0,4,23,12,0
Moldova,MDA,1997,0,4,23,12,0
Moldova,MDA,1998,0,4,23,11,0
Moldova,MDA,1999,0,4,24,12,0
Moldova,MDA,2000,0,4,24,12,0
Moldova,MDA,2001,0,4,23,12,0
Moldova,MDA,2002,0,4,22,12,0
Moldova,MDA,2003,0,4,20,12,0
Moldova,MDA,2004,0,4,19,12,0
Moldova,MDA,2005,0,4,20,13,0
Moldova,MDA,2006,0,4,19,12,0
Moldova,MDA,2007,0,3,18,11,0
Moldova,MDA,2008,0,4,18,11,0
Moldova,MDA,2009,0,3,16,11,0
Moldova,MDA,2010,0,4,18,12,0
Moldova,MDA,2011,0,3,15,11,0
Moldova,MDA,2012,0,3,14,10,0
Moldova,MDA,2013,0,4,13,10,0
Moldova,MDA,2014,0,4,14,11,0
Moldova,MDA,2015,0,4,14,11,0
Moldova,MDA,2016,0,4,13,11,0
Moldova,MDA,2017,0,4,12,10,0
Moldova,MDA,2018,0,4,13,10,0
Moldova,MDA,2019,0,4,13,11,0
Monaco,MCO,1990,0,0,0,0,0
Monaco,MCO,1991,0,0,0,0,0
Monaco,MCO,1992,0,0,0,0,0
Monaco,MCO,1993,0,0,0,0,0
Monaco,MCO,1994,0,0,0,0,0
Monaco,MCO,1995,0,0,0,0,0
Monaco,MCO,1996,0,0,0,0,0
Monaco,MCO,1997,0,0,0,0,0
Monaco,MCO,1998,0,0,0,0,0
Monaco,MCO,1999,0,0,0,0,0
Monaco,MCO,2000,0,0,0,0,0
Monaco,MCO,2001,0,0,0,0,0
Monaco,MCO,2002,0,0,0,0,0
Monaco,MCO,2003,0,0,0,0,0
Monaco,MCO,2004,0,0,0,0,0
Monaco,MCO,2005,0,0,0,0,0
Monaco,MCO,2006,0,0,0,0,0
Monaco,MCO,2007,0,0,0,0,0
Monaco,MCO,2008,0,0,0,0,0
Monaco,MCO,2009,0,0,0,0,0
Monaco,MCO,2010,0,0,0,0,0
Monaco,MCO,2011,0,0,0,0,0
Monaco,MCO,2012,0,0,0,0,0
Monaco,MCO,2013,0,0,0,0,0
Monaco,MCO,2014,0,0,0,0,0
Monaco,MCO,2015,0,0,0,0,0
Monaco,MCO,2016,0,0,0,0,0
Monaco,MCO,2017,0,0,0,0,0
Monaco,MCO,2018,0,0,0,0,0
Monaco,MCO,2019,0,0,0,0,0
Mongolia,MNG,1990,0,0,4,1,0
Mongolia,MNG,1991,0,0,4,1,0
Mongolia,MNG,1992,0,0,5,1,0
Mongolia,MNG,1993,0,0,6,1,0
Mongolia,MNG,1994,0,0,6,1,0
Mongolia,MNG,1995,0,1,7,1,0
Mongolia,MNG,1996,0,1,8,1,0
Mongolia,MNG,1997,0,1,8,1,0
Mongolia,MNG,1998,0,1,8,1,0
Mongolia,MNG,1999,0,1,9,1,0
Mongolia,MNG,2000,0,1,9,1,0
Mongolia,MNG,2001,0,1,9,1,0
Mongolia,MNG,2002,0,1,10,1,0
Mongolia,MNG,2003,0,1,10,1,0
Mongolia,MNG,2004,0,1,11,1,0
Mongolia,MNG,2005,0,1,12,1,0
Mongolia,MNG,2006,0,1,12,1,0
Mongolia,MNG,2007,0,1,13,1,0
Mongolia,MNG,2008,0,1,13,2,0
Mongolia,MNG,2009,0,1,13,2,0
Mongolia,MNG,2010,0,1,13,2,0
Mongolia,MNG,2011,0,1,14,2,0
Mongolia,MNG,2012,0,1,14,2,0
Mongolia,MNG,2013,0,1,14,2,0
Mongolia,MNG,2014,0,1,14,2,0
Mongolia,MNG,2015,0,1,14,2,0
Mongolia,MNG,2016,0,1,15,2,0
Mongolia,MNG,2017,0,1,15,3,0
Mongolia,MNG,2018,0,1,15,3,0
Mongolia,MNG,2019,0,1,16,3,0
Montenegro,MNE,1990,0,0,1,0,0
Montenegro,MNE,1991,0,0,1,0,0
Montenegro,MNE,1992,0,0,1,0,0
Montenegro,MNE,1993,0,0,1,0,0
Montenegro,MNE,1994,0,0,1,0,0
Montenegro,MNE,1995,0,0,1,0,0
Montenegro,MNE,1996,0,0,1,0,0
Montenegro,MNE,1997,0,0,1,0,0
Montenegro,MNE,1998,0,0,1,0,0
Montenegro,MNE,1999,0,0,1,0,0
Montenegro,MNE,2000,0,0,1,0,0
Montenegro,MNE,2001,0,0,1,0,0
Montenegro,MNE,2002,0,0,1,0,0
Montenegro,MNE,2003,0,0,1,0,0
Montenegro,MNE,2004,0,0,1,0,0
Montenegro,MNE,2005,0,0,1,0,0
Montenegro,MNE,2006,0,0,1,0,0
Montenegro,MNE,2007,0,0,1,0,0
Montenegro,MNE,2008,0,0,1,0,0
Montenegro,MNE,2009,0,0,1,0,0
Montenegro,MNE,2010,0,0,1,0,0
Montenegro,MNE,2011,0,0,1,0,0
Montenegro,MNE,2012,0,0,1,0,0
Montenegro,MNE,2013,0,0,1,0,0
Montenegro,MNE,2014,0,0,1,0,0
Montenegro,MNE,2015,0,0,1,0,0
Montenegro,MNE,2016,0,0,1,0,0
Montenegro,MNE,2017,0,0,1,0,0
Montenegro,MNE,2018,0,0,1,0,0
Montenegro,MNE,2019,0,0,1,0,0
Morocco,MAR,1990,0,11,84,22,0
Morocco,MAR,1991,0,12,90,23,0
Morocco,MAR,1992,0,13,100,25,0
Morocco,MAR,1993,0,14,109,26,0
Morocco,MAR,1994,0,14,115,28,0
Morocco,MAR,1995,0,15,122,29,0
Morocco,MAR,1996,0,16,128,30,0
Morocco,MAR,1997,0,17,137,32,0
Morocco,MAR,1998,0,19,142,34,0
Morocco,MAR,1999,0,20,151,36,0
Morocco,MAR,2000,0,20,157,37,0
Morocco,MAR,2001,0,21,165,39,0
Morocco,MAR,2002,0,22,170,40,0
Morocco,MAR,2003,0,23,176,43,0
Morocco,MAR,2004,0,24,180,45,0
Morocco,MAR,2005,0,25,183,47,0
Morocco,MAR,2006,0,26,188,50,0
Morocco,MAR,2007,0,27,195,53,0
Morocco,MAR,2008,0,28,203,57,0
Morocco,MAR,2009,0,30,210,60,0
Morocco,MAR,2010,0,31,217,64,0
Morocco,MAR,2011,0,32,223,68,0
Morocco,MAR,2012,0,33,229,72,0
Morocco,MAR,2013,0,38,216,81,0
Morocco,MAR,2014,0,39,222,86,0
Morocco,MAR,2015,0,40,227,91,0
Morocco,MAR,2016,0,41,232,97,0
Morocco,MAR,2017,0,43,237,103,0
Morocco,MAR,2018,0,45,241,109,0
Morocco,MAR,2019,0,46,246,115,0
Mozambique,MOZ,1990,0,4,12,3,0
Mozambique,MOZ,1991,0,4,12,3,0
Mozambique,MOZ,1992,0,4,13,3,0
Mozambique,MOZ,1993,0,4,14,4,0
Mozambique,MOZ,1994,0,4,15,4,0
Mozambique,MOZ,1995,0,5,16,4,0
Mozambique,MOZ,1996,0,5,17,4,0
Mozambique,MOZ,1997,0,5,18,4,0
Mozambique,MOZ,1998,0,5,19,4,0
Mozambique,MOZ,1999,0,6,20,4,0
Mozambique,MOZ,2000,0,6,22,5,0
Mozambique,MOZ,2001,0,6,22,5,0
Mozambique,MOZ,2002,0,6,24,5,0
Mozambique,MOZ,2003,0,6,25,5,0
Mozambique,MOZ,2004,0,7,27,6,0
Mozambique,MOZ,2005,0,7,30,6,0
Mozambique,MOZ,2006,0,8,34,7,0
Mozambique,MOZ,2007,0,8,39,8,0
Mozambique,MOZ,2008,0,9,46,9,0
Mozambique,MOZ,2009,0,10,53,10,0
Mozambique,MOZ,2010,0,11,60,11,0
Mozambique,MOZ,2011,0,12,65,12,0
Mozambique,MOZ,2012,0,12,71,13,0
Mozambique,MOZ,2013,0,13,76,14,0
Mozambique,MOZ,2014,0,13,81,14,0
Mozambique,MOZ,2015,0,14,86,15,0
Mozambique,MOZ,2016,0,14,90,15,0
Mozambique,MOZ,2017,0,15,94,16,0
Mozambique,MOZ,2018,0,16,98,16,0
Mozambique,MOZ,2019,0,16,102,17,0
Myanmar,MMR,1990,0,5,105,20,0
Myanmar,MMR,1991,0,5,109,20,0
Myanmar,MMR,1992,0,6,113,20,0
Myanmar,MMR,1993,0,6,116,21,0
Myanmar,MMR,1994,0,6,119,21,0
Myanmar,MMR,1995,0,6,123,22,0
Myanmar,MMR,1996,0,7,126,22,0
Myanmar,MMR,1997,0,7,130,23,0
Myanmar,MMR,1998,0,8,134,24,0
Myanmar,MMR,1999,0,8,137,24,0
Myanmar,MMR,2000,0,9,141,25,0
Myanmar,MMR,2001,0,9,140,25,0
Myanmar,MMR,2002,0,10,140,26,0
Myanmar,MMR,2003,0,10,139,27,0
Myanmar,MMR,2004,0,11,140,27,0
Myanmar,MMR,2005,0,11,139,28,0
Myanmar,MMR,2006,0,11,140,29,0
Myanmar,MMR,2007,0,12,139,29,0
Myanmar,MMR,2008,0,12,139,30,0
Myanmar,MMR,2009,0,13,141,31,0
Myanmar,MMR,2010,0,13,141,32,0
Myanmar,MMR,2011,0,13,142,34,0
Myanmar,MMR,2012,0,14,140,34,0
Myanmar,MMR,2013,0,14,143,36,0
Myanmar,MMR,2014,0,15,145,37,0
Myanmar,MMR,2015,0,15,146,39,0
Myanmar,MMR,2016,0,16,147,40,0
Myanmar,MMR,2017,0,16,149,41,0
Myanmar,MMR,2018,0,17,152,43,0
Myanmar,MMR,2019,0,18,152,44,0
Namibia,NAM,1990,0,0,1,1,0
Namibia,NAM,1991,0,0,2,1,0
Namibia,NAM,1992,0,0,2,1,0
Namibia,NAM,1993,0,0,2,1,0
Namibia,NAM,1994,0,0,2,2,0
Namibia,NAM,1995,0,1,2,2,0
Namibia,NAM,1996,0,1,2,2,0
Namibia,NAM,1997,0,1,2,2,0
Namibia,NAM,1998,0,1,3,2,0
Namibia,NAM,1999,0,1,3,2,0
Namibia,NAM,2000,0,1,3,2,0
Namibia,NAM,2001,0,1,3,2,0
Namibia,NAM,2002,0,1,3,2,0
Namibia,NAM,2003,0,1,3,2,0
Namibia,NAM,2004,0,1,3,2,0
Namibia,NAM,2005,0,1,3,1,0
Namibia,NAM,2006,0,1,3,1,0
Namibia,NAM,2007,0,1,3,1,0
Namibia,NAM,2008,0,1,3,1,0
Namibia,NAM,2009,0,1,3,1,0
Namibia,NAM,2010,0,1,3,1,0
Namibia,NAM,2011,0,1,3,1,0
Namibia,NAM,2012,0,1,3,1,0
Namibia,NAM,2013,0,1,3,1,0
Namibia,NAM,2014,0,1,3,1,0
Namibia,NAM,2015,0,1,3,1,0
Namibia,NAM,2016,0,1,3,2,0
Namibia,NAM,2017,0,1,3,2,0
Namibia,NAM,2018,0,1,3,2,0
Namibia,NAM,2019,0,1,3,2,0
Nauru,NRU,1990,0,0,0,0,0
Nauru,NRU,1991,0,0,0,0,0
Nauru,NRU,1992,0,0,0,0,0
Nauru,NRU,1993,0,0,0,0,0
Nauru,NRU,1994,0,0,0,0,0
Nauru,NRU,1995,0,0,0,0,0
Nauru,NRU,1996,0,0,0,0,0
Nauru,NRU,1997,0,0,0,0,0
Nauru,NRU,1998,0,0,0,0,0
Nauru,NRU,1999,0,0,0,0,0
Nauru,NRU,2000,0,0,0,0,0
Nauru,NRU,2001,0,0,0,0,0
Nauru,NRU,2002,0,0,0,0,0
Nauru,NRU,2003,0,0,0,0,0
Nauru,NRU,2004,0,0,0,0,0
Nauru,NRU,2005,0,0,0,0,0
Nauru,NRU,2006,0,0,0,0,0
Nauru,NRU,2007,0,0,0,0,0
Nauru,NRU,2008,0,0,0,0,0
Nauru,NRU,2009,0,0,0,0,0
Nauru,NRU,2010,0,0,0,0,0
Nauru,NRU,2011,0,0,0,0,0
Nauru,NRU,2012,0,0,0,0,0
Nauru,NRU,2013,0,0,0,0,0
Nauru,NRU,2014,0,0,0,0,0
Nauru,NRU,2015,0,0,0,0,0
Nauru,NRU,2016,0,0,0,0,0
Nauru,NRU,2017,0,0,0,0,0
Nauru,NRU,2018,0,0,0,0,0
Nauru,NRU,2019,0,0,0,0,0
Nepal,NPL,1990,0,1,10,3,0
Nepal,NPL,1991,0,1,10,3,0
Nepal,NPL,1992,0,1,11,3,0
Nepal,NPL,1993,0,1,11,3,0
Nepal,NPL,1994,0,1,11,3,0
Nepal,NPL,1995,0,1,11,3,0
Nepal,NPL,1996,0,2,11,3,0
Nepal,NPL,1997,0,2,12,3,0
Nepal,NPL,1998,0,2,12,3,0
Nepal,NPL,1999,0,2,12,3,0
Nepal,NPL,2000,0,2,12,3,0
Nepal,NPL,2001,0,2,12,3,0
Nepal,NPL,2002,0,2,12,3,0
Nepal,NPL,2003,0,2,12,3,0
Nepal,NPL,2004,0,2,13,3,0
Nepal,NPL,2005,0,3,13,4,0
Nepal,NPL,2006,0,3,14,4,0
Nepal,NPL,2007,0,3,15,4,0
Nepal,NPL,2008,0,3,15,4,0
Nepal,NPL,2009,0,3,16,5,0
Nepal,NPL,2010,0,3,17,5,0
Nepal,NPL,2011,0,4,18,5,0
Nepal,NPL,2012,0,4,18,6,0
Nepal,NPL,2013,0,4,19,6,0
Nepal,NPL,2014,0,5,20,6,0
Nepal,NPL,2015,0,5,20,7,0
Nepal,NPL,2016,0,5,21,7,0
Nepal,NPL,2017,0,5,21,7,0
Nepal,NPL,2018,0,6,22,8,0
Nepal,NPL,2019,0,6,22,8,0
Netherlands,NLD,1990,0,4,52,7,0
Netherlands,NLD,1991,0,4,56,7,0
Netherlands,NLD,1992,0,4,58,8,0
Netherlands,NLD,1993,0,5,61,8,0
Netherlands,NLD,1994,0,5,62,9,0
Netherlands,NLD,1995,0,5,64,9,0
Netherlands,NLD,1996,0,6,71,10,0
Netherlands,NLD,1997,0,6,77,11,0
Netherlands,NLD,1998,0,6,80,12,0
Netherlands,NLD,1999,0,7,87,13,0
Netherlands,NLD,2000,0,8,96,15,0
Netherlands,NLD,2001,0,8,99,17,0
Netherlands,NLD,2002,0,9,100,18,0
Netherlands,NLD,2003,0,10,102,20,0
Netherlands,NLD,2004,0,10,100,21,0
Netherlands,NLD,2005,0,11,95,21,0
Netherlands,NLD,2006,0,11,92,21,0
Netherlands,NLD,2007,0,11,92,22,0
Netherlands,NLD,2008,0,12,98,24,0
Netherlands,NLD,2009,0,13,99,26,0
Netherlands,NLD,2010,0,13,96,26,0
Netherlands,NLD,2011,0,14,99,28,0
Netherlands,NLD,2012,0,15,100,30,0
Netherlands,NLD,2013,0,16,101,32,0
Netherlands,NLD,2014,0,17,101,33,0
Netherlands,NLD,2015,0,19,107,36,0
Netherlands,NLD,2016,0,20,113,38,0
Netherlands,NLD,2017,0,20,112,38,0
Netherlands,NLD,2018,0,21,114,38,0
Netherlands,NLD,2019,0,22,115,38,0
New Zealand,NZL,1990,0,1,21,4,0
New Zealand,NZL,1991,0,1,23,4,0
New Zealand,NZL,1992,0,1,24,4,0
New Zealand,NZL,1993,0,1,25,4,0
New Zealand,NZL,1994,0,1,26,5,0
New Zealand,NZL,1995,0,1,29,5,0
New Zealand,NZL,1996,0,2,32,5,0
New Zealand,NZL,1997,0,2,33,6,0
New Zealand,NZL,1998,0,2,33,6,0
New Zealand,NZL,1999,0,2,32,6,0
New Zealand,NZL,2000,0,2,31,6,0
New Zealand,NZL,2001,0,2,34,7,0
New Zealand,NZL,2002,0,2,36,7,0
New Zealand,NZL,2003,0,2,36,7,0
New Zealand,NZL,2004,0,2,37,8,0
New Zealand,NZL,2005,0,2,38,8,0
New Zealand,NZL,2006,0,2,38,9,0
New Zealand,NZL,2007,0,3,41,10,0
New Zealand,NZL,2008,0,3,41,10,0
New Zealand,NZL,2009,0,3,41,11,0
New Zealand,NZL,2010,0,3,41,12,0
New Zealand,NZL,2011,0,3,41,12,0
New Zealand,NZL,2012,0,3,40,13,0
New Zealand,NZL,2013,0,4,40,13,0
New Zealand,NZL,2014,0,4,40,14,0
New Zealand,NZL,2015,0,4,40,14,0
New Zealand,NZL,2016,0,4,42,14,0
New Zealand,NZL,2017,0,4,43,15,0
New Zealand,NZL,2018,0,5,44,15,0
New Zealand,NZL,2019,0,5,45,15,0
Nicaragua,NIC,1990,0,1,4,1,0
Nicaragua,NIC,1991,0,1,4,1,0
Nicaragua,NIC,1992,0,1,4,1,0
Nicaragua,NIC,1993,0,1,4,1,0
Nicaragua,NIC,1994,0,1,4,1,0
Nicaragua,NIC,1995,0,1,4,1,0
Nicaragua,NIC,1996,0,1,5,1,0
Nicaragua,NIC,1997,0,1,4,1,0
Nicaragua,NIC,1998,0,1,5,1,0
Nicaragua,NIC,1999,0,2,5,2,0
